Index,Time,(Imu_info).Gyro[0],(Imu_info).Gyro[1],(Imu_info).Gyro[2],(Imu_info).Accel[0],(Imu_info).Accel[1],(Imu_info).Accel[2]
49,0.500232,0.00618506595,0.00125688268,0.0145099666,-1.99213946,0.115566097,9.84879971
50,0.510151,0.000858743675,-0.0147220846,0.0123794377,-1.97562993,0.135744303,9.82862186
51,0.520080,0.00405453704,0.0119095268,-0.00679532252,-1.99580812,0.124738008,9.8854866
52,0.530012,-0.000206520781,0.00338741159,-0.00573005807,-1.98663616,0.163260028,9.80293941
53,0.540024,0.0125766527,-0.00300417515,0.0134447021,-1.9426111,0.141247451,9.88732147
54,0.550000,0.00298927259,-0.0115262913,-0.000403735641,-2.0013113,0.205450848,9.81211185
55,0.560163,0.0115113882,-0.0040694396,0.00172679324,-1.93894219,0.100891039,9.82311821
56,0.570102,0.0051198015,0.00764846941,0.00172679324,-2.02515817,0.100891039,9.92584324
57,0.580035,0.0125766527,-0.00939576235,-0.0142521737,-1.94994855,0.152253747,9.82862186
58,0.589966,0.0125766527,0.000191618165,-0.0206437595,-2.01782084,0.115566097,9.83045578
59,0.599919,-0.0108591653,-0.00939576235,-0.0174479671,-2.01048326,0.141247451,9.82862186
60,0.610264,-0.00659810752,-0.0168526117,0.00279205781,-1.95545185,0.185272634,9.88181877
61,0.620121,-0.0044675786,-0.00513470406,0.00918364432,-1.97746432,0.143081829,9.86163998
62,0.630118,-0.0225770734,-0.0040694396,-0.0121216448,-2.01598644,0.132075548,9.78092766
63,0.640070,-0.0119244298,-0.0136568202,-0.0163827017,-1.91142654,0.181603864,9.83595848
64,0.650004,0.0125766527,0.0055179405,0.00279205781,-1.96462369,0.111897334,9.83412457
65,0.659937,-0.0172507502,-0.0221789349,0.00385732227,-1.9811331,0.205450848,9.87081146
66,0.669866,-0.0129896943,-0.00833049789,0.00598785095,-1.93894219,0.122903623,9.87081146
67,0.680043,0.00938085932,-0.0243094638,-0.0110563803,-1.96645796,0.166928798,9.79193401
68,0.690221,0.00938085932,-0.00833049789,-0.0163827017,-1.98480177,0.135744303,9.90383053
69,0.700052,-0.00127178524,-0.00939576235,-0.0249048173,-1.99213946,0.146750599,9.84879971
70,0.710228,-0.00979390088,-0.0125915557,-0.0387532562,-2.0013113,0.176100716,9.82678699
71,0.720024,-0.00340231415,-0.00726523297,-0.0153174382,-2.01598644,0.0385220312,9.84696579
72,0.730195,-0.00979390088,0.00125688268,-0.00146900013,-1.97746432,0.154088125,9.80293941
73,0.740128,0.0125766527,0.0087137334,0.00385732227,-1.95912051,0.124738008,9.85246754
74,0.750125,0.00831559487,-0.00619996851,-0.0153174382,-1.97929871,0.152253747,9.82128334
75,0.760062,0.00725033041,-0.000873646291,0.0113141732,-1.92793608,0.139413059,9.81211185
76,0.769984,0.00725033041,-0.020048406,-0.00679532252,-1.97379565,0.168763191,9.8744812
77,0.779935,0.0051198015,0.00125688268,0.000661528786,-2.01965523,0.124738008,9.80844307
78,0.789937,-0.00127178524,0.00445267605,0.00811837986,-1.97746432,0.154088125,9.84513092
79,0.800140,0.0168377124,0.00232214713,0.029423669,-1.93894219,0.133909926,9.80293941
80,0.810070,-0.00233704969,-0.0232442003,-0.00466479361,-1.94811416,0.100891039,9.82495213
81,0.820006,0.00938085932,-0.00300417515,0.0187710244,-1.96645796,0.179769486,9.80293941
82,0.829938,0.00938085932,-0.00833049789,0.0123794377,-2.01782084,0.168763191,9.88365364
83,0.840122,-0.0129896943,0.00977899786,-0.000403735641,-1.95545185,0.128406778,9.775424
84,0.850043,0.0189682394,-0.00513470406,0.0198362879,-1.98480177,0.163260028,9.86897755
85,0.859960,-0.00979390088,-0.0168526117,0.00918364432,-1.99947691,0.0972222686,9.83779335
86,0.869894,-0.00340231415,0.00977899786,-0.00786058698,-2.0563426,0.161425665,9.90749931
87,0.879909,-0.00766337197,-0.00833049789,-0.0217090249,-1.9829675,0.137578696,9.83962727
88,0.889876,0.00405453704,-0.0168526117,-0.00466479361,-2.02515817,0.117400482,9.76808643
89,0.900068,-0.00127178524,0.00232214713,-0.00146900013,-2.01965523,0.106394187,9.82678699
90,0.910006,-0.0044675786,-0.0115262913,0.00918364432,-1.9627893,0.161425665,9.85246754
91,0.920167,0.00405453704,-0.00726523297,-0.00466479361,-2.00864887,0.154088125,9.83045578
